gpslati,gpslong,nodeid,nodenm,nodeno
37.3968,126.9141,GGB208000182,안양3동행정복지센터,9114
37.3960833,126.91525,GGB208000183,성원아파트,9125
37.3977,126.9171667,GGB208000184,삼덕공원,9132
37.39905,126.9188333,GGB208000185,중앙시장.BYC안양오피스텔,9141
37.3981833,126.92215,GGB208000186,안양1번가.안양역,9147
37.3984333,126.9182667,GGB208000187,삼덕공원,9134
37.3959667,126.9154167,GGB208000188,성원아파트,9126
37.3964,126.9141667,GGB208000189,연성대학교,9116
37.3983833,126.9130167,GGB208000190,정우아파트,9108
37.4003167,126.9124667,GGB208000191,진흥아파트,9105
37.4016333,126.9108667,GGB208000192,삼성빌라,9095
37.4101,126.8921833,GGB208000193,충훈고교,9010
37.4174,126.8955833,GGB208000194,생태이야기관.안양그린마루,9020
37.41725,126.8957667,GGB208000195,생태이야기관.안양그린마루,9021
37.4102167,126.89235,GGB208000196,충훈고교,9011
37.4033333,126.91945,GGB208000197,안양사거리.청원놀이터,9140
37.4052833,126.8959167,GGB208000198,충훈2교,9022
37.38555,126.9064667,GGB208000200,병목안시민공원,9194
37.3805167,126.9059167,GGB208000201,병목안로식당가,9195
37.4043333,126.8989667,GGB208000202,서초빌라,9033
37.4045667,126.8962333,GGB208000203,충훈2교,9026
37.4044833,126.9164333,GGB208000204,안양여중고,9128
37.4071,126.9142667,GGB208000205,신협,9117
37.4045,126.9091833,GGB208000206,박달동행정복지센터,9083
37.4032667,126.91885,GGB208000207,청원놀이터,9217
37.4057667,126.9035833,GGB208000208,충훈1교,9044
37.4058333,126.90335,GGB208000209,충훈1교,9039
37.3762,126.9054,GGB208000210,성은침례교회,9196
37.3725167,126.9047833,GGB208000211,수리산성지,9219
37.3649833,126.9016167,GGB208000212,수리산등산로입구,9221
37.37215,126.90485,GGB208000213,수리산성지,9223
37.37615,126.9055167,GGB208000214,성은침례교회,9236
37.3805,126.9060167,GGB208000215,병목안로식당가,9353
37.3855,126.9065667,GGB208000216,병목안시민공원,9354
37.41425,126.9008833,GGB208000217,화창로,9355
37.4141333,126.9006833,GGB208000218,화창로,9356
37.3950667,126.9138167,GGB208000230,성원아파트3동,9216
37.4117167,126.9209667,GGB208000233,안양시관악장애인종합복지관,9215
37.40905,126.8935,GGB208000236,차고지입구,9214
37.4004,126.9211667,GGB208000244,안양1번가,9220
37.3851667,126.905,GGB208000245,현대아파트.안양서중학교,9222
37.4287667,126.8986,GGB208000251,연현중학교,9225
37.3969167,126.9307167,GGB208000252,래미안메가트리아상가앞.비산대교,9347
37.3984333,126.9214833,GGB208000254,포스빌.안양고용센터,9237
37.4336667,126.9021167,GGB208000255,석수역,9228
37.4311,126.9026167,GGB208000256,현진에버빌아파트,9230
37.4291667,126.9030167,GGB208000257,LG아파트,9227
37.42715,126.9035167,GGB208000258,석수하우스토리아파트,9229
37.3934667,126.9085,GGB208000260,사회복지관,9234
37.3932167,126.9086167,GGB208000261,사회복지관,9235
37.3925167,126.9047167,GGB208000262,효성아파트입구,9233
37.3926,126.905,GGB208000263,효성아파트입구,9232
37.39265,126.9035167,GGB208000264,효성아파트.종점,9231
37.4305333,126.8990667,GGB208000265,LG아파트후문,9238
37.4166167,126.8974167,GGB208000266,석수하수처리장.안양그린마루,9243
37.4168,126.8969833,GGB208000267,안양그린마루.석수하수처리장,9244
37.4133167,126.9045833,GGB208000268,영풍아파트,9245
37.41345,126.90515,GGB208000269,영풍아파트,9246
37.4125333,126.9060333,GGB208000270,석수도서관,9247
37.41175,126.9062333,GGB208000271,석수도서관,9248
37.3942667,126.9366167,GGB208000273,덕천교,9250
37.3928167,126.9368167,GGB208000274,덕천초등학교.아이에스비즈타워,9251
37.3926833,126.9368833,GGB208000275,아이에스비즈타워.덕천초등학교,9252
37.3945,126.9366333,GGB208000276,덕천교,9253
37.3955,126.9346,GGB208000277,래미안메가트리아2단지,9254
37.39525,126.9345333,GGB208000278,래미안메가트리아2단지,9255
37.3850167,126.9326833,GGB208000281,성결대학교.안양아트센터.명학역,9257
37.3978667,126.9219667,GGB208000282,안양중앙시장,9218
37.4325833,126.8999833,GGB208000284,두산위브아파트,9226
37.3859333,126.9326833,GGB208000285,보건소.만안구청,9340
37.3861833,126.9328667,GGB208000286,보건소.만안구청,9339
37.3966167,126.9314333,GGB208000287,래미안메가트리아1단지,9034
37.41145,126.90665,GGB208000290,충훈터널.석수도서관,9258
37.4331,126.9142333,GGB208000291,안양해솔학교,9118
37.41345,126.9200167,GGB208000292,안양시관악장애인종합복지관후문,9181
37.39945,126.9004167,GGB208000294,금호아파트,9262
37.4003833,126.9023833,GGB208000295,박달초교.안양고교,9263
37.4015167,126.9050167,GGB208000296,열린문교회,9264
37.4128,126.9092,GGB208000307,석수시장.북부새마을금고,9259
37.4003333,126.9026833,GGB208000309,박달초교.안양고교,9276
37.4022,126.9061167,GGB208000310,박달삼거리,9277
37.3959333,126.9478667,GGB208000313,샛별한양아파트.한양스포츠센터,9279
37.3995,126.9001667,GGB208000367,금호아파트,9331
37.4013167,126.905,GGB208000368,열린문교회,9332
37.3982833,126.8989333,GGB208000369,1580부대서조레스텔,9333
37.3981833,126.899,GGB208000370,1580부대서조레스텔,9334
37.39645,126.9325167,GGB208000379,래미안메가트리아1단지,9345
37.4194,126.8947833,GGB208000380,석수동버스공영차고지,9015
37.4196333,126.8948167,GGB208000381,석수동버스공영차고지,9017
37.4045333,126.89915,GGB208000382,서초빌라,9348
37.40375,126.8850167,GGB208000384,호현마을.박달주유소,9350
37.4014,126.92815,GGB209000002,대림대학,10001
37.4011167,126.9292667,GGB209000003,대림대학,10002
37.3729,126.9659,GGB209000004,덕고개사거리,10199
37.3711833,126.9616667,GGB209000005,호계1동행정복지센터.평촌센텀퍼스트,10120
37.3704,126.9593167,GGB209000006,호계사거리,10105
37.36955,126.9559667,GGB209000007,서안이노빌.평촌어바인퍼스트,10086
37.3685833,126.9541333,GGB209000008,유통단지사거리,10068
37.36825,126.95415,GGB209000009,유통단지사거리,10069
37.3699,126.9558167,GGB209000010,평촌어바인퍼스트아파트,10083
37.3709667,126.9596667,GGB209000011,호계사거리,10106
37.3725167,126.9634333,GGB209000012,덕고개사거리,10128
37.3748167,126.9670833,GGB209000013,샘마을단지.대안중.대안여중,10200
37.3790667,126.97015,GGB209000014,안양남초등학교,10157
37.3853333,126.951,GGB209000015,내촌마을,10056
37.3882333,126.9487667,GGB209000016,범계사거리,10039
37.3885333,126.9491667,GGB209000018,범계사거리,10040
37.4063667,126.9699833,GGB209000019,동편수변공원앞,10058
37.3819667,126.95345,GGB209000020,무궁화한양아파트.방축사거리,10065
37.37935,126.9548667,GGB209000021,무궁화코오롱.건영아파트,10074
37.37755,126.9558167,GGB209000022,무궁화태영아파트.평촌더샵아이파크,10080
37.3740333,126.9576,GGB209000023,호계종합시장.평촌센텀퍼스트,10093
37.3716667,126.9580833,GGB209000024,호계사거리.호계전통시장.윌스기념병원,10097
37.3672333,126.9584833,GGB209000025,호계3동행정복지센터,10100
37.3627833,126.9612,GGB209000026,호계현대홈타운.e편한세상아파트,10111
37.3830667,126.9720667,GGB209000027,농수산물시장.포일단지입구,10159
37.3870667,126.9724167,GGB209000028,민백마을,10161
37.3918667,126.9739833,GGB209000029,오뚜기식품.두산벤처다임,10164
37.3952167,126.97545,GGB209000030,인덕원역AK밸리.플러스아울렛,10170
37.4008833,126.9764333,GGB209000031,인덕원역4번출구,10175
37.4028167,126.9751,GGB209000032,인덕원역7번출구,10171
37.4002833,126.96475,GGB209000033,더샵센트럴시티정문,10365
37.4035167,126.9738833,GGB209000034,인덕원역4호선.인덕원성당,10166
37.40455,126.96995,GGB209000035,부림마을.인덕원동행정복지센터,10156
37.4042833,126.9655833,GGB209000036,중촌마을.동안치매안심센터,10139
37.4034167,126.96055,GGB209000037,관양시장.관양중학교,10107
37.4023667,126.9547833,GGB209000038,수촌마을,10072
37.4017,126.9511833,GGB209000039,종합운동장,10055
37.4007333,126.9482167,GGB209000040,삼호아파트.평촌우리병원,10035
37.3986833,126.94265,GGB209000041,미륭아파트,10014
37.3986333,126.9388167,GGB209000042,비산롯데캐슬.평촌래미안푸르지오,10009
37.39865,126.93635,GGB209000043,비산사거리.이마트,10005
37.3979333,126.93265,GGB209000044,비산농협,10003
37.399,126.9358,GGB209000045,비산사거리.이마트,10004
37.39905,126.9384333,GGB209000046,삼성래미안아파트,10007
37.3990833,126.9443333,GGB209000047,동양월드타워,10017
37.4008833,126.9475667,GGB209000048,삼호아파트.평촌우리병원,10034
37.4022833,126.9513667,GGB209000049,종합운동장,10059
37.4030167,126.9554167,GGB209000050,수촌마을,10076
37.4040667,126.9611833,GGB209000051,관양시장.관양중학교,10112
37.4048,126.9654667,GGB209000052,중촌마을.동안치매안심센터,10140
37.3974667,126.9691333,GGB209000053,평촌차고지,10162
37.3947167,126.96465,GGB209000054,평촌역,10133
37.3901667,126.9647333,GGB209000055,평안동행정복지센터.동안고등학교,10135
37.3897167,126.9634333,GGB209000056,초원성원아파트,10130
37.3875,126.9634333,GGB209000057,초원대림아파트,10127
37.3859667,126.96265,GGB209000058,현대아파트,10121
37.3837667,126.9560333,GGB209000059,무궁화금호아파트,10085
37.3921667,126.9463,GGB209000060,은하수청구아파트,10026
37.394,126.9468333,GGB209000061,부흥초교.부흥중학교,10029
37.3961667,126.95075,GGB209000062,샛별단지,10052
37.3977833,126.9554667,GGB209000063,부림중.부안초.한가람단지,10081
37.4001,126.9564667,GGB209000064,한가람삼성아파트,10088
37.4002667,126.9568833,GGB209000065,공작마을럭키아파트,10091
37.39755,126.95545,GGB209000066,부림중.부안초.한가람단지,10079
37.39595,126.9509,GGB209000067,샛별한양아파트,10053
37.3935,126.9466667,GGB209000068,부흥동행정복지센터,10027
37.3919333,126.94705,GGB209000069,은하수벽산아파트,10031
37.38455,126.9572333,GGB209000070,목련우성아파트,10092
37.3859833,126.9615833,GGB209000071,향촌현대아파트,10115
37.3874833,126.963,GGB209000072,향촌현대아파트,10125
37.3897167,126.9627333,GGB209000073,초원세경아파트,10123
37.3905,126.9650167,GGB209000074,평안동행정복지센터,10138
37.3942667,126.9645833,GGB209000075,평촌역,10132
37.3974833,126.9693,GGB209000076,평촌차고지,10160
37.3708667,126.9503167,GGB209000077,안양국제유통단지,10051
37.3711667,126.9504167,GGB209000078,안양국제유통단지,10048
37.3675333,126.95545,GGB209000079,호계구사거리,10075
37.37185,126.96195,GGB209000080,호계1동행정복지센터.평촌센텀퍼스트,10118
37.3974333,126.9468833,GGB209000081,경기게임마이스터고등학교,10030
37.3933,126.9499333,GGB209000082,동안구청.달안초등학교.홈플러스,10045
37.38465,126.9546,GGB209000084,범계중학교,10073
37.3823,126.9558333,GGB209000085,무궁화금호아파트,10084
37.3806333,126.95675,GGB209000086,무궁화진흥아파트,10089
37.3808333,126.95635,GGB209000087,무궁화코오롱.건영아파트,10087
37.38215,126.9556167,GGB209000088,무궁화효성한양아파트,10082
37.3845833,126.9542833,GGB209000089,범계중학교,10070
37.3883167,126.9523,GGB209000090,목련선경아파트,10062
37.3930833,126.9497333,GGB209000091,동안구청.달안초등학교.홈플러스,10044
37.3971167,126.9467,GGB209000092,경기게임마이스터고등학교,10028
37.3884167,126.9470667,GGB209000093,안양우편물류센터,10033
37.3906667,126.9496667,GGB209000094,동안경찰서.범계역,10046
37.3896167,126.9519167,GGB209000095,범계역,10061
37.39395,126.95865,GGB209000097,안양시청,10090
37.3955,126.9631667,GGB209000098,법원검찰청.평촌역,10126
37.39615,126.9683,GGB209000099,안양시자원회수시설,10150
37.3966667,126.97485,GGB209000100,대륭테크노타운,10167
37.39435,126.9773333,GGB209000101,평촌동행정복지센터.벌말경로당,10178
37.3939333,126.97875,GGB209000102,인덕원센트럴푸르지오.래미안더포인트아파트,10183
37.3937333,126.9786667,GGB209000103,래미안인덕원더포인트.센트럴푸르지오아파트,10182
37.3942167,126.9771833,GGB209000104,평촌동행정복지센터.벌말경로당,10176
37.3963,126.9744,GGB209000105,한국교통안전공단안양검사소,10165
37.3957833,126.9683333,GGB209000106,안양시자원회수시설,10149
37.3948,126.9624167,GGB209000107,법원검찰청.평촌역,10122
37.39315,126.95765,GGB209000108,안양시청,10095
37.3916,126.9530667,GGB209000109,문화의거리,10067
37.3881167,126.9472,GGB209000110,안양우편물류센터,10032
37.3979333,126.9772667,GGB209000111,인덕원초교.삼성아파트,10179
37.39525,126.9760333,GGB209000112,평촌동행정복지센터.e편한세상아파트,10174
37.39185,126.9745667,GGB209000113,나눔초등학교.오뚜기식품.두산번체다임,10168
37.3874167,126.9730167,GGB209000114,민백마을,10163
37.40505,126.9693833,GGB209000115,부림마을,10154
37.4031333,126.9756167,GGB209000116,인덕원역8번출구,10173
37.3867333,126.9448667,GGB209000117,경원여객안양차고지,10018
37.3849667,126.9432167,GGB209000118,효성티앤씨.진영레미콘,10016
37.3851833,126.94295,GGB209000119,효성티앤씨.진영레미콘,10015
37.38655,126.9446167,GGB209000120,경원여객안양차고지,10019
37.3687167,126.9577833,GGB209000121,한성병원.호계3동행정복지센터,10098
37.37115,126.9575833,GGB209000122,호계사거리.호계전통시장.평촌어바인퍼스트1단지,10096
37.3733,126.9573333,GGB209000123,윌스기념병원.평촌어바인퍼스트정문,10094
37.3773167,126.9553167,GGB209000124,평촌어바인퍼스트2단지.무궁화태영아파트,10078
37.3787167,126.9545667,GGB209000125,호계중학교.평촌트리지아3단지,10071
37.3820167,126.9527833,GGB209000126,평촌트리지아2단지.방축사거리,10064
37.3908333,126.9611833,GGB209000130,중앙공원,10110
37.3920333,126.9531,GGB209000131,동안구청,10066
37.39115,126.9614333,GGB209000132,한림대병원후문,10113
37.3903,126.9500333,GGB209000135,롯데백화점.범계역,10047
37.40005,126.9771833,GGB209000142,인덕원역3번출구,10177
37.3677167,126.9506167,GGB209000143,평촌두산위브더프라임아파트,10050
37.3674333,126.95095,GGB209000144,평촌두산위브더프라임아파트,10054
37.3897833,126.9422833,GGB209000145,안양감리교회,10013
37.3894167,126.9449333,GGB209000146,안양우편물류센터후문,10021
37.3908,126.9454833,GGB209000147,부흥고등학교.임광아파트,10025
37.3893167,126.9450833,GGB209000148,안양우편물류센터후문,10023
37.3896333,126.9425833,GGB209000149,안양감리교회,10012
37.3990667,126.9794667,GGB209000150,인덕원삼성아파트.인덕원고등학교,10184
37.4006667,126.97795,GGB209000151,인덕원역2번출구,10180
37.4011333,126.9780667,GGB209000152,인덕원역1번출구,10181
37.39875,126.9804333,GGB209000153,인덕원삼성아파트.인덕원고등학교,10186
37.38195,126.95035,GGB209000154,호계도서관.평촌트리지아1단지,10049
37.38195,126.94925,GGB209000155,한전.호계체육관,10038
37.3822667,126.9489333,GGB209000156,한전.호계체육관,10041
37.3822667,126.9509,GGB209000157,호계도서관,10057
37.3829667,126.9671,GGB209000158,한신아파트,10144
37.3842333,126.9647167,GGB209000159,귀인중학교,10134
37.3843333,126.9651333,GGB209000160,귀인중학교,10137
37.3832167,126.9666167,GGB209000161,한신아파트,10142
37.3940167,126.9754667,GGB209000162,벌말도서관.평촌동행정복지센터,10172
37.3838,126.9697167,GGB209000163,농수산물도매시장,10155
37.3849,126.9689833,GGB209000164,꿈마을단지,10152
37.3867667,126.9687333,GGB209000165,꿈마을라이프,10151
37.3900833,126.96695,GGB209000166,동안고등학교정문,10145
37.3905,126.96705,GGB209000167,초원한양아파트,10143
37.3866333,126.9691,GGB209000168,꿈마을단지,10153
37.3841833,126.9704333,GGB209000169,농수산물도매시장,10158
37.37435,126.9636167,GGB209000170,평촌과학기술고등학교,10129
37.3759,126.9628167,GGB209000171,덕현초교,10124
37.3783833,126.9616833,GGB209000172,자유공원.평촌아트홀,10116
37.3826,126.96025,GGB209000173,평촌학원가.먹자거리,10108
37.3845333,126.9592167,GGB209000174,학원가사거리.먹자골목,10104
37.3923667,126.94535,GGB209000175,부흥고교,10024
37.3942333,126.9411333,GGB209000176,비산힐스테이트,10010
37.3969167,126.9371833,GGB209000177,비산한화꿈에그린아파트.비산사거리,10006
37.3966833,126.93885,GGB209000178,이마트.비산사거리.평촌래미안푸르지오2문,10008
37.3946,126.9415,GGB209000179,관악타운,10011
37.3926167,126.9450833,GGB209000180,부흥고교,10022
37.3827333,126.9606833,GGB209000181,평촌학원가.먹자거리,10109
37.3791667,126.96215,GGB209000182,자유공원.평촌아트홀,10117
37.3774,126.96255,GGB209000183,자유공원,10119
37.3749,126.9639,GGB209000184,평촌과학기술고등학교,10131
37.3974167,126.98185,GGB209000185,포일어울림센터.인덕원삼호아파트,10188
37.3974833,126.9823167,GGB209000186,포일어울림센터.인덕원삼호아파트,10187
37.38765,126.96705,GGB209000192,귀인초등학교.초원대원아파트,10382
37.3669833,126.9541833,GGB209000196,평촌두산위브리버뷰아파트,10043
37.36695,126.95435,GGB209000197,평촌두산위브리버뷰아파트,10141
37.4106,126.95065,GGB209000202,비산체육공원,10195
37.4036833,126.9433667,GGB209000203,평촌엘프라우드2단지,10271
37.3933833,126.9460333,GGB209000205,부흥중고등학교,10366
37.3857167,126.954,GGB209000206,평촌고등학교,10190
37.3857667,126.9591,GGB209000208,학원가사거리.향촌현대아파트,10384
37.4065667,126.9699167,GGB209000219,동편수변공원앞,10191
37.3858167,126.95135,GGB209000221,목련마을,10194
37.3830333,126.9538,GGB209000222,무궁화효성아파트,10396
37.3668667,126.9558833,GGB209000224,호계아크로리버,10196
37.3725667,126.9477167,GGB209000225,LS타워,10197
37.3724167,126.9484833,GGB209000226,LS타워,10198
37.4036333,126.9617,GGB209000227,관양시장.관양중학교,10114
37.3990167,126.9426667,GGB209000229,e편한세상아파트,10216
37.3930167,126.9630667,GGB209000231,한림대병원,10201
37.3993833,126.9659667,GGB209000232,휴비츠.뷰웍스,10367
37.3988,126.9620333,GGB209000233,부안중학교,10202
37.3977667,126.9624167,GGB209000234,힐스테이트에코평촌.부안중학교,10203
37.3992667,126.95975,GGB209000235,부림초등학교,10204
37.3991333,126.9601167,GGB209000236,부안중학교,10205
37.3987333,126.9582167,GGB209000237,공작마을.성일아파트,10206
37.3984667,126.95815,GGB209000238,공작마을.부영아파트,10207
37.3661667,126.9580167,GGB209000240,호계삼거리.디오슈페리움,10210
37.3657167,126.9576,GGB209000241,호계삼거리.디오슈페리움,10208
37.4078333,126.9675667,GGB209000247,관악초등학교,10221
37.40775,126.9679667,GGB209000248,관악초등학교,10222
37.4109333,126.9683333,GGB209000249,동편마을1단지,10223
37.4108833,126.9686,GGB209000250,동편마을1단지,10224
37.41105,126.972,GGB209000251,동편마을2단지,10226
37.4103,126.9723333,GGB209000252,동편마을2단지,10231
37.40875,126.9715,GGB209000253,해오름공원.동편마을4단지후문,10232
37.4078,126.9713833,GGB209000254,해오름공원.동편마을4단지후문,10227
37.4027167,126.9708167,GGB209000255,인덕원동행정복지센터,10228
37.4009333,126.9698167,GGB209000257,금강펜터리움IT타워,10229
37.4012833,126.9703,GGB209000258,동일테크노타운,10230
37.4051167,126.9718333,GGB209000259,동편마을입구,10233
37.4056,126.9500667,GGB209000261,종합운동장정문,10234
37.4112667,126.9512,GGB209000264,안양비산동종점,10215
37.4069167,126.94995,GGB209000267,종합운동장수영장.비산동교회,10214
37.4037167,126.9492,GGB209000268,종합운동장,10218
37.3851833,126.9693,GGB209000269,귀인동행정복지센터,10235
37.39935,126.9691667,GGB209000271,평촌스마트베이.오비즈타워,10239
37.3992,126.9689667,GGB209000272,평촌스마트베이.오비즈타워,10240
37.4066333,126.9712833,GGB209000273,동편카페거리.관양119안전센터,10241
37.4066167,126.9710333,GGB209000274,동편카페거리.관양119안전센터,10242
37.3989333,126.9318167,GGB209000275,비산화성파크드림,10243
37.3960667,126.9529667,GGB209000279,샛별아파트,10245
37.3885,126.9706667,GGB209000289,새중앙교회,10255
37.3882,126.9704833,GGB209000290,꿈마을우성아파트,10256
37.39595,126.9482167,GGB209000296,샛별한양아파트.한양스포츠센터,10261
37.3869667,126.9657667,GGB209000300,귀인초등학교,10265
37.3968833,126.9633333,GGB209000303,안양법원,10268
37.3910167,126.95145,GGB209000304,범계역.힐스테이트,10346
37.39585,126.9536,GGB209000352,세경아파트후문,10316
37.4057167,126.9432,GGB209000360,평촌엘프라우드아파트1단지,10324
37.3932,126.95145,GGB209000368,홈플러스.동안구청,10332
37.3931833,126.9519667,GGB209000369,동안구청.동안구보건소.우체국,10333
37.3994833,126.9658667,GGB209000386,뷰웍스.휴비츠,10352
37.39895,126.9640333,GGB209000387,더샵센트럴시티,10353
37.3975667,126.9664,GGB209000389,평촌스마트스퀘어,10355
37.3958833,126.96555,GGB209000396,스마트스퀘어.대한전선앞,10336
37.3919333,126.9503667,GGB209000397,청소년수련관.범계역,10363
37.3993833,126.93195,GGB209000399,비산로제비앙,10368
37.3975167,126.9661167,GGB209000401,평촌스마트스퀘어,10370
37.4031333,126.9743667,GGB209000403,인덕원성당,10386
37.4265,126.8809667,GGB213000105,기형도문학관.황용사,14190
37.42985,126.8807667,GGB213000106,오리서원.충현중학교.광휘고등학교,14188
37.43355,126.8791167,GGB213000107,소하2동행정복지센터.광명동굴길입구,14169
37.4382,126.8792167,GGB213000108,서면초.안서중.창의경영고,14168
37.44145,126.8792833,GGB213000110,소하성당,14170
37.4371167,126.8799,GGB213000136,서면초.안서중.창의경영고,14178
37.4355167,126.87955,GGB213000137,광명시여성비전센터,14237
37.4203333,126.8912333,GGB213000140,자경마을.석수스마트타운,14232
37.4205667,126.8913333,GGB213000141,자경마을.석수스마트타운,14231
37.41415,126.87925,GGB213000142,광명역푸르지오.빛가온초등학교,14186
37.4136833,126.8790833,GGB213000143,광명역푸르지오.빛가온초등학교,14180
37.41695,126.8839833,GGB213000145,KTX광명역2번출구,14211
