CTY_CD,CTY_NM,TIME_CD,FORN_GB,M_10_CNT,M_15_CNT,M_20_CNT,M_25_CNT,M_30_CNT,M_35_CNT,M_40_CNT,M_45_CNT,M_50_CNT,M_55_CNT,M_60_CNT,M_65_CNT,M_70_CNT,F_10_CNT,F_15_CNT,F_20_CNT,F_25_CNT,F_30_CNT,F_35_CNT,F_40_CNT,F_45_CNT,F_50_CNT,F_55_CNT,F_60_CNT,F_65_CNT,F_70_CNT,ETL_YMD
41173,안양시 동안구,3,외국인,0.0,0.0,6.76,10.18,37.25,21.99,13.55,8.46,11.81,6.78,18.68,5.05,0.0,0.0,3.41,8.45,16.89,33.83,22.03,8.47,16.87,6.77,15.16,10.16,8.45,0.0,20220408
41173,안양시 동안구,4,내국인,620.75,796.33,1173.09,1350.05,1210.11,1228.46,1342.35,1364.44,1539.37,1373.33,1267.98,767.68,502.51,559.8,708.29,977.46,1098.95,1065.44,1067.71,1211.49,1305.11,1428.97,1169.1,1112.13,684.84,400.74,20220408
41173,안양시 동안구,4,외국인,0.0,0.0,11.84,10.19,44.02,23.71,18.61,10.15,13.52,10.17,13.54,3.37,0.0,1.69,1.71,10.14,16.89,28.74,23.7,5.07,16.89,6.77,21.95,8.46,11.84,1.68,20220408
41173,안양시 동안구,5,내국인,677.28,743.94,1140.88,1429.18,1250.46,1266.51,1419.83,1544.65,1804.28,1567.07,1499.71,942.08,568.3,559.07,697.76,926.1,1111.02,1086.76,1099.25,1249.11,1332.29,1441.99,1258.22,1292.99,819.91,456.15,20220408
41173,안양시 동안구,5,외국인,0.0,0.0,5.06,13.58,42.28,22.01,23.69,27.12,35.53,32.21,32.23,5.08,0.0,1.69,1.71,13.51,23.64,27.07,28.81,8.44,11.84,10.14,23.67,6.74,10.13,1.68,20220408
41173,안양시 동안구,6,내국인,690.3,833.8,1246.31,1599.92,1485.36,1498.64,1799.75,1948.13,2187.66,1939.03,1851.69,1192.34,698.42,588.6,835.52,985.64,1288.76,1326.28,1303.55,1370.19,1646.2,1735.98,1574.96,1648.87,986.58,519.31,20220408
41171,안양시 만안구,8,내국인,1013.58,1068.78,1441.45,1635.91,1477.04,1462.72,1729.22,1504.94,1995.45,1784.58,2017.26,1308.39,643.73,947.62,1080.09,1104.58,1327.87,1073.22,1227.55,1344.53,1426.62,1787.27,1871.33,1915.72,1183.84,738.24,20220415
41171,안양시 만안구,8,외국인,1.68,1.68,8.45,28.84,83.1,74.66,45.68,37.28,51.05,50.87,40.6,20.46,5.18,3.39,5.05,21.98,28.89,45.69,51.08,40.68,30.67,50.79,54.26,30.34,20.23,5.13,20220415
41171,안양시 만안구,9,내국인,1003.4,1293.65,1706.89,1687.23,1580.21,1627.51,1953.64,1777.03,2258.31,2122.95,2410.52,1551.98,897.99,1026.54,1317.44,1297.7,1337.14,1184.5,1307.32,1560.82,1719.58,2239.55,2172.9,2297.8,1529.84,898.4,20220415
41171,안양시 만안구,9,외국인,1.68,3.37,18.56,40.7,79.65,72.88,54.03,27.11,46.01,67.78,35.58,18.8,5.18,1.71,10.1,35.53,18.66,52.45,62.58,45.63,33.99,45.62,54.19,42.15,16.87,5.13,20220415
41171,안양시 만안구,10,내국인,1039.02,1372.61,1986.61,1748.38,1661.62,1716.88,1950.15,1894.82,2391.56,2331.07,2603.44,1734.59,1082.5,1042.31,1511.18,1590.75,1526.63,1358.91,1507.59,1826.36,1924.04,2437.38,2499.38,2776.52,1850.17,1074.67,20220415
41171,안양시 만안구,10,외국인,1.69,5.12,18.57,50.86,79.77,66.19,50.74,30.51,42.56,69.35,50.84,25.55,8.55,1.71,13.47,32.1,23.73,59.46,56.02,38.92,37.34,54.0,62.51,65.88,26.96,3.38,20220415
41171,안양시 만안구,11,내국인,1039.75,1492.52,2110.49,2040.74,1752.62,1827.8,2204.42,2105.05,2603.51,2619.2,2719.97,1978.12,1143.8,1035.95,1680.54,1719.36,1713.16,1505.62,1595.74,1952.83,2160.5,2749.76,2690.02,3061.19,2098.11,1102.21,20220415
41171,안양시 만안구,11,외국인,1.69,8.49,23.64,38.94,83.1,84.74,62.48,35.76,52.77,69.56,69.46,32.39,10.17,1.71,10.11,40.58,27.1,81.35,69.64,48.97,40.97,50.63,49.07,74.29,20.22,3.38,20220415
41171,안양시 만안구,12,내국인,1109.96,1651.79,2325.9,2204.96,1945.33,1999.49,2383.05,2242.7,2886.58,2749.41,3077.2,1954.49,1245.43,1014.66,1931.95,1902.24,1827.46,1653.41,1831.64,2099.37,2407.78,3027.75,3015.93,3267.73,2204.88,1178.25,20220415
41171,안양시 만안구,12,외국인,1.68,8.5,18.55,42.47,91.6,98.32,67.43,46.04,64.53,60.94,54.15,27.31,10.19,0.0,15.17,47.16,40.56,89.77,49.04,49.03,40.71,59.25,45.58,65.84,25.27,3.38,20220415
41171,안양시 만안구,13,내국인,1113.06,1664.8,2468.03,2144.44,1780.0,1897.32,2346.28,2290.45,2833.93,2566.73,2992.17,1914.02,1194.0,1113.75,2142.89,1917.07,1837.75,1555.58,1676.42,2079.01,2363.0,2918.35,2988.22,3255.9,2216.28,1307.44,20220415
41171,안양시 만안구,13,외국인,5.06,8.5,25.41,35.67,76.17,98.27,64.13,34.09,52.83,60.96,43.97,20.42,8.47,0.0,10.1,38.76,40.62,92.93,45.6,50.85,42.47,60.96,53.98,55.73,25.31,3.38,20220415
41171,안양시 만안구,14,내국인,1099.17,1642.6,2402.83,2130.28,1746.73,1885.75,2325.58,1992.85,2732.56,2533.4,2903.78,1929.22,1235.3,1045.88,2076.94,2042.46,1657.16,1404.54,1617.47,1960.33,2258.04,2749.78,2865.47,3191.19,2151.19,1181.68,20220415
41171,안양시 만안구,14,외국인,3.37,6.88,25.53,33.9,59.44,101.81,62.48,35.72,57.92,57.58,55.83,25.48,5.1,0.0,5.05,42.11,43.99,74.36,69.37,35.7,50.82,60.8,64.24,47.3,20.23,5.12,20220415
41171,안양시 만안구,15,내국인,1216.16,1658.54,2414.48,2129.34,1718.74,1908.19,2256.68,1996.51,2710.58,2577.88,2815.45,1945.52,1337.08,1054.45,2074.38,1889.63,1683.03,1486.13,1501.08,1945.75,2168.67,2711.41,2897.0,3118.82,2138.35,1146.37,20220415
41171,안양시 만안구,15,외국인,1.69,10.21,30.42,40.68,77.94,106.95,72.82,47.56,49.29,57.55,50.71,29.03,5.1,1.68,5.05,33.69,44.07,79.49,79.68,42.57,50.81,64.08,74.34,55.79,20.26,13.6,20220415
41171,안양시 만안구,16,내국인,1218.25,1621.95,2503.54,2167.15,1733.71,1792.71,2216.68,2005.54,2594.44,2512.45,2811.91,1844.04,1208.13,1086.39,1982.18,1930.12,1727.06,1574.0,1605.8,1869.06,2030.97,2738.66,2706.32,2870.95,1897.63,1003.93,20220415
41171,안양시 만안구,16,외국인,1.69,6.88,30.46,50.97,69.47,98.42,64.26,37.36,54.6,64.54,66.05,30.56,5.09,1.68,8.42,28.71,49.09,84.6,57.88,46.11,50.78,43.87,62.49,49.05,18.54,10.18,20220415
41171,안양시 만안구,17,내국인,1222.06,1691.42,2588.64,2261.42,1891.58,1902.2,2209.65,2035.0,2638.29,2502.58,2838.3,1842.85,1031.15,1095.59,1789.3,2059.89,1873.26,1620.93,1678.05,1811.26,1926.94,2648.07,2585.88,2730.24,1837.85,906.63,20220415
41171,안양시 만안구,17,외국인,3.38,0.0,35.55,57.64,96.7,98.29,64.3,42.74,40.85,71.41,44.06,32.24,8.5,1.68,11.8,30.47,45.62,69.2,66.12,54.53,37.22,42.37,50.65,50.83,23.57,5.13,20220415
41171,안양시 만안구,18,내국인,1106.09,1680.94,2682.0,2679.13,2205.11,2056.01,2266.98,2385.75,2885.41,2648.7,2813.67,1825.73,942.76,1047.75,1712.78,2156.21,2142.07,1837.57,1792.06,1857.61,2039.44,2677.13,2639.45,2548.22,1620.78,795.29,20220415
41171,안양시 만안구,18,외국인,1.69,0.0,27.13,52.51,78.21,94.86,64.38,44.2,49.28,76.35,50.86,30.52,8.47,3.36,11.81,42.27,48.98,64.33,69.54,32.19,49.13,43.95,54.12,38.85,23.62,6.82,20220415
41171,안양시 만안구,19,내국인,942.09,1674.36,2753.86,2927.35,2294.35,2083.61,2364.55,2281.32,2851.36,2696.34,2846.52,1891.41,916.17,855.42,1597.2,2311.91,2288.35,1882.45,1763.88,1784.81,2045.34,2634.08,2496.31,2405.28,1504.88,773.82,20220415
41171,안양시 만안구,19,외국인,1.69,1.69,17.01,45.77,86.36,88.05,57.51,35.72,39.02,52.39,50.76,20.27,8.43,1.68,8.45,54.14,50.78,67.79,57.65,27.11,37.23,28.77,48.86,37.14,21.93,6.81,20220415
41171,안양시 만안구,20,내국인,813.89,1618.48,2711.5,2994.21,2392.26,2096.86,2272.1,2256.99,2818.13,2546.46,2573.6,1732.01,819.83,755.23,1482.35,2284.88,2477.99,1862.09,1691.76,1794.89,2040.92,2579.99,2142.39,2250.42,1421.71,671.22,20220415
41171,안양시 만안구,20,외국인,1.69,1.71,15.33,50.95,72.71,88.08,52.38,30.53,37.11,52.28,28.84,25.38,3.37,1.68,6.74,47.26,49.23,64.38,74.78,38.93,33.97,37.31,57.33,35.45,20.29,6.81,20220415
41171,안양시 만안구,21,내국인,740.24,1545.8,2543.02,2921.35,2320.3,1869.04,2157.72,2141.79,2660.44,2234.59,2208.87,1492.13,764.31,643.86,1354.62,2186.9,2320.25,1768.61,1579.29,1641.92,1932.95,2279.51,1961.0,2076.02,1277.59,627.79,20220415
41171,안양시 만안구,21,외국인,1.69,1.71,21.91,42.37,57.63,81.2,55.77,33.86,40.5,60.86,28.85,20.29,6.76,1.68,1.69,37.1,35.62,55.73,61.2,40.6,33.99,32.17,48.93,27.03,23.68,5.13,20220415
41171,안양시 만안구,22,내국인,682.34,1273.02,2353.87,2723.57,2198.94,1725.07,1932.6,1834.95,2218.79,1925.23,1935.0,1266.48,657.38,596.66,1241.69,1933.96,2110.93,1631.5,1465.43,1381.91,1653.96,2007.19,1732.88,1670.22,1129.41,583.46,20220415
41171,안양시 만안구,22,외국인,1.69,0.0,18.56,28.79,62.61,64.15,54.28,33.91,32.01,52.36,25.36,20.3,5.06,1.68,3.37,43.85,39.04,47.33,57.58,38.91,23.74,30.48,47.28,32.06,18.63,5.13,20220415
41171,안양시 만안구,23,내국인,528.53,965.69,1768.33,2208.67,1738.45,1475.2,1594.86,1457.05,1777.49,1437.52,1580.3,1016.59,542.53,470.45,884.87,1385.2,1684.99,1312.7,1209.71,1086.99,1233.41,1483.34,1321.87,1318.37,864.75,486.42,20220415
41171,안양시 만안구,23,외국인,1.69,0.0,15.22,30.5,54.11,52.4,42.27,30.53,20.28,42.31,23.68,18.58,6.74,1.68,3.37,37.09,28.86,38.89,52.61,30.47,20.31,37.41,35.51,22.01,13.53,5.13,20220415
41173,안양시 동안구,0,내국인,592.61,999.45,1614.07,1475.17,1397.06,1374.91,1371.18,1330.83,1561.56,1194.41,982.65,724.05,441.13,513.13,889.25,1162.97,1171.71,1333.98,1098.97,1259.82,1267.49,1459.37,1209.98,1055.58,641.63,370.6,20220415
41173,안양시 동안구,0,외국인,1.68,0.0,16.93,5.1,20.28,27.14,23.65,11.8,10.17,11.87,16.98,0.0,6.79,0.0,0.0,6.75,28.74,23.62,11.85,8.45,13.56,13.51,10.17,5.07,5.08,1.7,20220415
41173,안양시 동안구,1,내국인,674.44,953.28,1648.45,1510.73,1522.87,1381.76,1472.98,1367.56,1569.19,1282.64,1162.56,857.08,468.42,548.81,843.05,1190.47,1254.92,1298.41,1269.1,1319.63,1370.91,1560.93,1298.55,1201.48,745.81,450.94,20220415
41173,안양시 동안구,1,외국인,1.68,0.0,15.25,8.48,28.73,33.87,18.55,5.07,18.62,16.99,22.09,0.0,5.09,0.0,0.0,13.48,27.08,33.84,20.31,11.83,20.36,15.22,8.44,5.07,6.79,1.7,20220415
41173,안양시 동안구,2,내국인,669.33,853.03,1423.77,1458.86,1442.24,1325.15,1474.79,1276.28,1468.87,1201.68,1114.28,803.71,418.98,590.63,753.6,1114.02,1109.85,1227.98,1171.0,1244.46,1353.54,1446.72,1232.04,1123.88,735.68,451.37,20220415
41173,안양시 동안구,2,외국인,1.68,0.0,13.59,8.45,27.03,28.78,10.1,8.45,18.62,16.98,18.67,1.68,3.38,0.0,0.0,15.15,20.33,40.59,18.66,15.19,16.96,10.15,8.45,5.07,5.1,1.7,20220415
41173,안양시 동안구,3,내국인,675.04,830.26,1297.78,1412.22,1398.85,1261.09,1374.31,1318.68,1498.97,1237.35,1151.23,818.53,438.18,616.06,722.68,1092.9,1115.51,1171.87,1076.36,1246.68,1292.07,1473.8,1165.47,1138.58,773.71,454.2,20220415
41173,안양시 동안구,3,외국인,1.68,0.0,15.28,6.76,30.42,25.36,10.1,8.48,11.85,13.56,15.24,1.68,3.38,0.0,0.0,10.11,27.04,28.76,8.47,15.22,18.65,18.65,10.16,5.07,6.81,1.7,20220415
41173,안양시 동안구,4,내국인,720.29,805.53,1268.41,1310.24,1340.64,1281.22,1372.22,1332.1,1568.52,1273.61,1236.94,822.28,471.13,557.63,734.23,1045.01,1100.23,1164.26,1080.13,1211.34,1309.46,1514.94,1218.58,1148.81,766.32,452.64,20220415
41173,안양시 동안구,4,외국인,1.68,0.0,13.58,8.45,37.19,23.71,15.2,6.76,18.7,15.25,18.63,0.0,1.68,0.0,0.0,10.14,23.66,28.73,6.76,18.59,23.74,18.63,6.75,3.38,10.17,1.7,20220415
41173,안양시 동안구,5,내국인,706.32,797.25,1212.42,1367.41,1377.42,1378.59,1453.04,1524.35,1833.48,1535.3,1488.03,955.14,515.97,600.27,726.89,1054.09,1133.62,1176.68,1161.17,1289.21,1441.52,1605.52,1364.24,1369.72,893.05,559.79,20220415
41173,안양시 동안구,12,외국인,0.0,0.0,38.89,84.57,167.37,125.1,109.85,116.81,120.19,93.17,69.43,20.42,11.82,1.71,1.7,33.81,109.83,109.88,96.37,62.64,45.68,52.31,62.55,40.57,30.45,3.39,20220325
41173,안양시 동안구,13,내국인,2424.26,3838.17,3665.58,3788.67,3639.43,3399.64,3934.3,4145.16,4401.79,3852.28,3878.86,2552.51,1238.05,2884.17,3094.7,3110.48,3109.71,3235.53,3476.26,3988.51,4273.92,4609.96,4406.32,4126.64,2456.54,1365.21,20220325
41173,안양시 동안구,13,외국인,0.0,0.0,23.65,84.57,126.93,120.06,101.48,101.66,115.2,91.5,72.76,17.0,18.59,1.71,3.4,38.89,115.0,106.43,92.93,59.33,38.97,50.72,60.82,35.5,35.52,3.39,20220325
41173,안양시 동안구,14,내국인,2565.35,3578.5,3821.88,3735.04,3560.54,3336.2,3962.75,4085.81,4041.3,3797.67,3730.56,2534.62,1257.46,2812.27,2930.02,3110.15,2968.82,3056.61,3482.19,3846.21,4052.5,4586.57,4457.01,4021.36,2553.7,1452.7,20220325
41173,안양시 동안구,14,외국인,0.0,0.0,23.64,84.52,130.35,118.28,108.35,98.29,89.88,98.31,79.55,13.59,15.18,1.71,1.7,50.75,106.43,108.24,89.6,50.84,30.48,55.8,64.24,35.49,30.44,5.07,20220325
41173,안양시 동안구,15,내국인,2462.73,3344.89,4101.33,3723.21,3681.44,3379.33,3861.88,4077.25,4132.83,3833.34,3672.72,2556.81,1199.75,2651.99,2876.97,3172.93,3062.87,3088.72,3365.13,3708.25,4069.59,4571.09,4342.74,4113.1,2448.94,1361.02,20220325
41173,안양시 동안구,15,외국인,0.0,0.0,28.7,82.83,128.7,114.92,101.59,115.27,113.6,101.65,91.43,22.04,11.79,0.0,1.7,49.02,101.4,92.96,94.68,47.47,33.92,57.48,57.45,43.96,23.68,8.48,20220325
41173,안양시 동안구,16,내국인,2546.45,3300.5,3974.18,3824.42,3577.72,3441.01,3755.3,3976.1,4033.92,3535.01,3571.26,2467.39,1192.12,2612.2,2940.5,3177.29,3093.43,3093.91,3467.45,3793.43,4019.18,4307.82,4012.93,3803.77,2141.24,1215.02,20220325
41173,안양시 동안구,16,외국인,0.0,0.0,23.67,64.35,106.63,111.54,91.38,88.1,62.71,86.4,52.46,15.23,15.18,0.0,0.0,47.33,99.69,82.81,76.15,38.96,30.45,54.04,72.66,30.44,20.3,11.84,20220325
41173,안양시 동안구,23,F,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.5,0.0,7.0,0.0,0.0,0.0,0.0,3.5,10.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250207
41173,안양시 동안구,17,내국인,3036.74,3341.7,4183.87,3994.7,3564.2,3362.16,3802.84,3932.3,4098.49,3660.46,3376.91,2204.77,1072.59,2897.6,3089.09,3360.87,3168.34,3186.38,3357.77,3831.61,3874.82,4027.77,3818.1,3487.48,2011.99,963.72,20220325
41173,안양시 동안구,17,외국인,0.0,0.0,13.53,54.1,101.45,106.55,54.15,28.85,42.35,45.75,25.33,8.44,13.5,0.0,0.0,48.98,91.18,72.65,71.05,38.95,23.67,38.83,67.54,25.33,11.82,6.75,20220325
41173,안양시 동안구,18,내국인,3211.52,3643.46,4478.83,4176.28,3669.77,3443.52,3857.13,3902.15,4250.01,3756.89,3301.82,2012.99,1022.47,3084.11,3443.31,3665.74,3570.51,3468.84,3336.18,3759.82,3764.71,4139.13,3491.41,3120.14,1733.44,793.31,20220325
41173,안양시 동안구,18,외국인,0.0,0.0,16.89,47.36,82.87,84.62,49.04,28.79,35.57,33.88,18.62,8.43,15.22,0.0,1.7,59.18,82.82,77.68,60.76,35.58,23.62,21.91,47.34,23.68,11.82,11.83,20220325
41173,안양시 동안구,19,내국인,3245.1,3954.73,4485.31,4501.7,4014.32,3519.02,3839.0,3930.23,4448.54,3730.31,3275.24,1836.54,890.81,3010.29,3521.36,3682.18,3864.81,3646.2,3337.63,3554.92,3748.95,4096.89,3174.69,2806.3,1562.49,756.66,20220325
41173,안양시 동안구,19,외국인,0.0,0.0,18.55,40.56,71.09,74.4,44.02,15.26,35.56,25.38,16.93,8.43,11.81,1.68,3.39,55.83,99.77,74.35,47.3,25.37,30.35,23.63,40.55,23.67,11.8,5.06,20220325
41173,안양시 동안구,20,내국인,2714.94,3950.55,4678.33,4539.93,3898.25,3406.21,3782.6,3875.15,4184.63,3531.42,3033.52,1673.4,847.57,2546.73,3481.5,3666.73,3785.91,3506.61,3023.61,3327.41,3455.76,3763.57,2976.05,2470.2,1392.29,730.03,20220325
41173,안양시 동안구,20,외국인,0.0,0.0,18.55,38.87,74.56,65.94,33.84,25.46,28.82,27.09,15.21,8.41,10.16,1.68,5.09,49.13,84.55,57.47,37.22,18.65,18.57,20.25,33.82,20.31,15.2,6.74,20220325
41173,안양시 동안구,21,내국인,2222.36,3552.66,4384.21,4279.06,3662.3,3328.73,3451.64,3603.31,3906.77,3218.91,2796.97,1570.37,806.19,2034.62,3065.2,3316.83,3427.6,3131.45,2787.49,3026.62,3245.79,3392.85,2658.46,2235.22,1304.73,664.7,20220325
41173,안양시 동안구,21,외국인,0.0,0.0,13.51,45.61,64.48,49.01,25.39,20.4,27.1,25.41,15.21,10.1,8.48,0.0,6.75,50.73,86.18,62.52,38.92,13.55,18.56,15.21,45.71,18.59,13.55,3.37,20220325
41173,안양시 동안구,22,내국인,1644.43,2780.15,3862.47,3838.67,3363.33,3040.47,3077.23,3258.8,3559.99,2811.62,2383.29,1317.82,682.75,1466.35,2253.35,2782.87,2954.73,2726.88,2498.3,2609.77,2760.43,3040.83,2340.09,1967.14,1054.75,583.28,20220325
41173,안양시 동안구,22,외국인,0.0,0.0,18.56,32.06,50.88,37.22,32.16,20.38,25.38,20.38,15.22,8.43,5.09,0.0,3.39,40.64,84.45,47.29,37.17,13.52,10.12,11.8,42.26,18.57,15.24,3.37,20220325
41173,안양시 동안구,23,내국인,1051.88,1531.24,2749.45,2906.99,2547.97,2379.83,2381.69,2450.23,2594.35,2125.72,1895.67,1083.35,578.04,987.53,1255.29,2058.95,2228.17,2137.72,2049.86,2033.31,2094.14,2285.09,1840.53,1603.89,878.71,496.31,20220325
41173,안양시 동안구,23,외국인,0.0,0.0,11.83,25.31,42.35,40.65,23.68,18.68,15.22,15.28,16.93,5.05,5.09,0.0,0.0,28.78,60.86,35.47,27.06,10.17,8.43,5.05,30.4,13.5,11.85,1.69,20220325
41171,안양시 만안구,0,내국인,349.64,554.78,1122.29,1586.92,1296.5,1084.93,1035.53,941.1,1148.41,1199.88,1072.75,663.77,432.09,276.85,443.94,874.57,992.63,951.64,890.24,745.97,843.83,1068.34,883.22,873.07,566.67,327.42,20220326
41171,안양시 만안구,0,외국인,0.0,1.71,13.5,10.12,40.84,43.95,40.5,18.59,20.23,35.62,25.34,11.78,1.69,0.0,1.68,21.92,11.85,44.0,18.58,30.46,15.37,16.91,27.04,6.73,8.43,5.06,20220326
41171,안양시 만안구,1,내국인,416.21,609.26,1250.38,1701.57,1411.76,1221.07,1195.9,987.41,1286.77,1282.47,1245.58,780.02,510.11,342.67,489.6,908.03,1148.26,966.7,941.98,837.6,955.11,1232.08,1026.95,982.55,677.78,426.13,20220326
41171,안양시 만안구,1,외국인,0.0,3.39,13.51,16.88,25.41,42.28,42.29,15.26,25.33,37.29,27.02,10.17,1.69,0.0,1.68,16.84,15.29,45.66,25.39,35.53,13.61,18.58,32.22,18.56,8.43,5.04,20220326
41171,안양시 만안구,2,내국인,404.67,585.77,1149.91,1564.16,1298.39,1144.57,1171.75,1008.68,1145.6,1175.96,1219.78,819.53,514.95,335.35,444.85,841.73,1085.08,971.57,836.9,862.46,868.42,1144.02,1018.18,996.28,704.38,447.3,20220326
41171,안양시 만안구,2,외국인,0.0,6.76,13.5,16.85,32.17,35.52,37.2,22.01,21.94,33.95,27.03,13.57,1.69,0.0,1.68,18.52,20.34,42.29,18.57,25.37,16.96,18.54,40.69,13.5,11.79,3.36,20220326
41171,안양시 만안구,3,내국인,422.44,606.44,1122.2,1548.4,1240.22,1095.33,1133.87,966.96,1152.02,1116.93,1163.28,809.41,500.0,328.71,451.34,824.8,1033.98,996.42,866.74,795.15,773.68,1171.89,1007.07,1015.6,702.78,438.42,20220326
41171,안양시 만안구,3,외국인,0.0,3.39,15.19,16.87,43.98,37.19,38.88,20.32,27.01,25.45,28.75,13.49,3.37,0.0,3.37,18.54,16.97,38.89,16.88,27.06,11.89,15.24,39.02,15.18,10.11,6.76,20220326
41171,안양시 만안구,4,내국인,412.44,539.44,1065.4,1478.61,1224.71,1098.26,1078.2,963.92,1195.72,1096.4,1189.79,828.63,483.39,303.06,475.54,862.97,1002.03,929.23,849.21,790.13,782.42,1125.51,978.6,973.14,694.97,444.01,20220326
41171,안양시 만안구,4,외국인,0.0,3.39,13.5,20.24,37.26,43.99,40.57,20.29,27.03,25.4,27.04,11.79,1.69,0.0,1.68,21.92,16.97,35.51,13.51,30.54,16.95,18.59,33.75,15.18,15.16,6.76,20220326
41171,안양시 만안구,5,내국인,415.86,508.39,1033.77,1490.48,1199.8,1074.76,1103.36,987.11,1227.74,1233.6,1274.67,822.07,543.23,351.99,472.82,829.89,979.48,909.37,857.49,859.66,825.62,1130.06,1035.67,1049.23,739.88,432.2,20220326
41171,안양시 만안구,5,외국인,0.0,1.68,11.81,15.21,40.75,47.42,38.98,30.56,37.19,28.78,27.02,10.11,0.0,0.0,1.68,20.24,17.0,37.2,15.2,22.11,22.1,20.3,33.87,20.24,15.19,10.15,20220326
41171,안양시 만안구,6,내국인,410.44,560.38,1060.28,1518.52,1261.13,1139.05,1138.15,1167.79,1479.09,1351.42,1491.06,930.98,595.72,347.27,500.25,881.37,1068.39,950.94,916.39,870.39,907.42,1303.6,1157.42,1087.81,786.64,463.47,20220326
41171,안양시 만안구,6,외국인,0.0,1.68,11.81,8.41,56.0,47.27,32.25,47.48,35.56,37.15,28.75,16.89,1.68,0.0,3.37,21.93,18.67,37.23,15.2,18.7,20.31,28.86,45.79,27.04,18.52,10.12,20220326
41171,안양시 만안구,7,내국인,446.82,568.65,1164.12,1645.28,1369.93,1257.32,1245.81,1337.34,1736.12,1508.58,1651.9,1073.64,633.97,389.16,563.17,952.11,1191.43,1093.35,1011.87,984.9,1012.07,1451.84,1369.6,1285.52,952.86,569.01,20220326
41171,안양시 만안구,7,외국인,0.0,1.68,11.82,20.27,71.04,59.38,38.83,47.34,32.23,38.99,38.89,33.82,3.36,0.0,3.37,25.31,21.99,52.45,28.74,30.62,32.3,20.28,49.02,28.7,15.16,8.44,20220326
41171,안양시 만안구,8,내국인,433.45,704.76,1383.71,1840.05,1546.54,1399.45,1433.53,1471.28,1906.78,1740.38,1891.02,1171.63,744.24,419.07,632.02,1097.97,1279.09,1195.21,1105.72,1138.36,1172.52,1708.58,1586.85,1497.63,983.9,606.13,20220326
41173,안양시 동안구,23,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250207
41171,안양시 만안구,8,외국인,0.0,3.37,13.51,27.02,77.75,71.11,47.25,45.7,28.9,45.72,42.28,28.78,5.07,1.68,3.37,18.55,23.66,64.28,33.9,32.3,33.99,25.38,59.26,35.39,15.21,8.41,20220326
41171,안양시 만안구,9,내국인,505.54,822.46,1427.61,1926.46,1683.71,1601.33,1590.0,1647.13,2158.09,1998.9,2105.5,1376.01,826.26,448.99,710.58,1194.43,1394.84,1349.06,1309.76,1325.77,1497.11,1991.61,1845.02,1903.89,1275.2,717.08,20220326
41171,안양시 만안구,9,외국인,0.0,3.37,15.2,28.81,87.98,69.53,43.87,42.5,33.92,59.15,52.54,32.17,5.08,1.68,3.37,26.99,30.4,64.23,47.48,32.27,32.24,42.44,76.24,38.8,16.87,8.41,20220326
41173,안양시 동안구,20,외국인,0.0,0.0,16.89,33.87,42.33,59.2,23.66,23.75,21.97,22.01,23.77,6.75,1.7,0.0,3.39,37.24,84.43,76.11,33.8,20.36,20.26,16.95,33.86,20.26,22.05,3.4,20220401
41173,안양시 동안구,21,내국인,2089.09,3713.96,4721.1,4325.33,3797.51,2934.76,3140.41,3502.68,3690.95,3104.48,2553.45,1404.57,786.1,1955.16,3285.0,3479.62,3185.11,2950.75,2362.58,2823.59,3082.63,3235.3,2401.17,2074.1,1044.32,584.93,20220401
41173,안양시 동안구,21,외국인,0.0,0.0,13.58,45.63,38.93,62.52,20.27,25.45,22.0,20.31,25.43,5.07,1.7,0.0,3.39,25.41,60.77,60.87,35.51,23.76,13.5,16.94,37.25,21.92,11.85,3.4,20220401
41173,안양시 동안구,22,내국인,1505.38,2947.6,4111.84,3756.05,3273.45,2691.32,2807.07,2982.17,3152.95,2502.18,2073.89,1238.51,681.91,1385.74,2407.6,2954.81,2714.22,2569.4,2058.39,2412.29,2558.29,2680.68,2008.18,1818.81,936.71,537.35,20220401
41173,안양시 동안구,22,외국인,0.0,0.0,18.65,50.72,49.09,57.41,21.99,27.13,20.29,13.55,20.32,5.07,3.4,0.0,3.39,23.75,60.74,65.98,30.44,13.56,16.86,10.16,28.79,18.57,13.56,3.4,20220401
41173,안양시 동안구,23,내국인,919.51,1657.6,2941.4,2835.72,2430.75,2055.49,2110.03,2212.5,2492.67,1861.35,1611.02,944.75,531.57,861.53,1326.41,2032.54,2064.63,1944.49,1638.34,1746.32,1779.99,2081.89,1541.58,1343.46,805.52,459.46,20220401
41173,안양시 동안구,23,외국인,0.0,0.0,16.96,25.4,44.06,40.59,15.23,27.1,16.93,13.6,21.99,1.68,1.7,0.0,0.0,18.63,43.86,50.77,20.29,10.14,10.15,10.22,23.69,15.19,16.97,3.4,20220401
