CTY_CD,CTY_NM,TIME_CD,FORN_GB,M_10_CNT,M_15_CNT,M_20_CNT,M_25_CNT,M_30_CNT,M_35_CNT,M_40_CNT,M_45_CNT,M_50_CNT,M_55_CNT,M_60_CNT,M_65_CNT,M_70_CNT,F_10_CNT,F_15_CNT,F_20_CNT,F_25_CNT,F_30_CNT,F_35_CNT,F_40_CNT,F_45_CNT,F_50_CNT,F_55_CNT,F_60_CNT,F_65_CNT,F_70_CNT,ETL_YMD
41171,안양시 만안구,17,외국인,0.0,1.68,22.13,34.03,81.52,59.23,55.71,28.94,39.05,49.12,45.67,15.35,6.76,1.68,6.85,17.02,47.56,62.65,64.19,42.36,32.16,47.23,42.31,45.62,23.65,6.74,20220210
41171,안양시 만안구,18,내국인,888.44,1290.37,2195.12,2249.55,1824.68,1758.94,1969.62,1907.33,2362.24,2219.03,2238.73,1518.43,828.09,874.2,1227.88,1921.48,1917.03,1672.7,1497.1,1569.89,1810.04,2274.6,2130.9,2160.27,1311.74,632.66,20220210
41171,안양시 만안구,18,외국인,0.0,1.68,25.3,34.01,67.78,50.68,59.1,16.91,42.4,45.57,40.49,5.08,5.06,1.68,3.37,18.63,45.78,74.57,52.35,44.03,25.42,45.6,47.47,37.06,28.69,6.74,20220210
41171,안양시 만안구,19,내국인,782.8,1239.36,2204.31,2446.0,1946.49,1769.46,1896.68,1805.36,2389.98,2185.8,2130.71,1299.94,745.3,719.87,1185.51,1921.71,2002.24,1758.61,1562.46,1538.19,1700.16,2098.79,1990.05,1880.09,1104.04,593.51,20220210
41171,안양시 만안구,19,외국인,0.0,1.68,15.19,28.97,59.19,67.47,62.53,25.34,28.79,30.42,35.49,10.11,3.38,1.68,3.37,23.71,52.38,69.69,40.56,49.11,23.74,57.51,55.79,23.59,18.55,5.06,20220210
41171,안양시 만안구,20,내국인,688.87,1204.27,2023.41,2439.81,1841.24,1729.74,1791.65,1717.85,2191.49,2025.57,2003.9,1136.45,694.59,666.42,1144.88,1903.41,1956.54,1639.04,1433.32,1449.53,1523.46,2040.32,1822.14,1738.75,938.68,561.79,20220210
41171,안양시 만안구,20,외국인,1.71,1.68,18.59,37.42,54.07,62.48,25.4,27.09,28.7,39.03,27.08,13.47,10.13,1.68,1.68,23.71,40.56,69.41,47.31,52.65,25.39,35.47,50.61,20.21,18.59,5.06,20220210
41171,안양시 만안구,21,내국인,579.06,1066.09,1873.52,2226.29,1855.8,1686.59,1578.03,1521.39,1948.8,1875.98,1658.99,1033.01,639.37,571.52,976.35,1788.77,1792.57,1518.57,1331.71,1311.64,1497.08,1931.73,1561.69,1522.54,921.67,503.43,20220210
41171,안양시 만안구,21,외국인,1.71,1.68,23.63,37.27,59.16,60.69,38.98,28.76,25.32,42.45,27.1,18.56,8.44,1.68,0.0,18.76,47.43,49.09,47.26,52.28,20.35,35.48,45.57,28.67,30.42,5.06,20220210
41171,안양시 만안구,22,내국인,496.68,821.9,1566.22,1905.39,1646.16,1484.61,1424.4,1386.43,1661.65,1499.81,1500.77,899.31,634.56,496.94,809.46,1389.47,1479.16,1432.77,1154.15,1165.6,1263.5,1577.33,1326.86,1320.54,850.17,461.39,20220210
41171,안양시 만안구,22,외국인,1.71,1.68,16.89,28.78,55.76,57.47,27.04,33.84,23.6,40.54,21.98,13.47,5.07,1.68,0.0,23.78,38.98,38.9,47.28,43.96,20.35,27.07,35.44,28.65,25.34,5.06,20220210
41171,안양시 만안구,23,내국인,449.91,578.49,1185.91,1477.78,1293.89,1201.69,1204.83,1058.18,1440.78,1187.45,1311.37,772.02,493.04,409.68,601.68,1052.15,1171.24,1059.12,938.19,963.08,1001.86,1266.48,1062.19,1060.33,722.18,364.06,20220210
41171,안양시 만안구,23,외국인,0.0,1.68,10.16,18.65,45.57,45.67,20.29,20.34,20.23,27.13,21.98,8.42,6.75,1.68,1.68,15.23,27.15,30.42,38.86,37.23,15.31,20.28,32.1,23.6,21.94,5.06,20220210
41173,안양시 동안구,0,내국인,610.86,816.75,1264.13,1354.16,1344.35,1333.45,1365.54,1441.24,1505.65,1142.63,1059.27,671.5,312.92,602.56,665.62,973.66,1099.77,1152.28,1065.59,1167.11,1266.54,1291.61,1075.4,919.95,588.47,333.97,20220210
41173,안양시 동안구,0,외국인,0.0,0.0,6.77,15.22,27.06,25.38,8.44,10.2,5.09,22.04,10.17,6.73,3.41,0.0,0.0,8.46,18.57,23.7,15.24,5.06,5.06,6.75,8.42,13.54,3.39,0.0,20220210
41173,안양시 동안구,1,내국인,769.26,821.81,1371.87,1455.53,1450.4,1426.44,1505.04,1527.5,1596.21,1270.97,1280.61,777.44,373.33,687.54,696.63,1029.21,1207.41,1273.23,1119.84,1304.21,1359.87,1378.57,1255.85,1030.58,694.02,423.64,20220210
41173,안양시 동안구,1,외국인,0.0,0.0,11.82,16.89,25.35,20.36,15.21,16.97,10.16,13.53,10.18,3.36,5.1,0.0,0.0,15.2,16.88,23.69,15.23,8.43,13.55,11.82,13.49,13.53,1.71,0.0,20220210
41173,안양시 동안구,2,내국인,759.64,784.32,1297.69,1322.2,1377.52,1300.58,1397.85,1475.32,1535.95,1121.12,1224.77,739.82,350.72,685.14,679.95,967.49,1139.9,1142.39,1138.14,1265.27,1390.01,1276.51,1172.73,1012.46,669.96,368.78,20220210
41173,안양시 동안구,2,외국인,0.0,0.0,13.52,16.89,25.39,27.1,13.5,15.28,8.47,8.47,6.79,3.36,3.39,0.0,0.0,13.5,15.2,11.84,23.7,6.74,13.52,5.08,13.53,10.16,1.71,0.0,20220210
41173,안양시 동안구,3,내국인,727.44,739.51,1211.89,1309.8,1277.08,1281.44,1323.37,1509.95,1509.41,1171.4,1235.75,713.63,367.18,674.1,681.51,911.51,1107.62,1135.34,1111.92,1219.66,1352.13,1235.4,1150.38,990.11,671.61,365.39,20220210
41173,안양시 동안구,3,외국인,0.0,0.0,8.48,15.22,25.41,20.35,16.92,10.2,6.76,10.17,8.49,1.68,3.39,0.0,0.0,11.82,16.92,15.22,30.46,13.49,11.82,1.69,13.52,11.87,1.71,0.0,20220210
41173,안양시 동안구,4,내국인,715.32,685.93,1159.63,1258.6,1272.23,1288.64,1317.04,1506.35,1462.57,1291.86,1292.57,766.3,383.15,673.97,619.01,891.39,1062.67,1160.08,1066.29,1196.95,1286.59,1270.91,1160.83,1037.87,720.4,383.53,20220210
41173,안양시 동안구,4,외국인,0.0,0.0,10.14,18.61,16.93,23.76,15.22,10.19,6.78,13.53,8.49,3.37,3.41,0.0,0.0,15.2,18.58,13.53,21.99,8.44,11.84,5.06,15.23,10.16,1.71,0.0,20220210
41173,안양시 동안구,5,내국인,683.42,677.63,1267.58,1305.62,1299.89,1371.16,1508.37,1636.36,1759.68,1473.5,1498.74,875.37,463.85,683.96,642.92,937.71,1124.71,1147.74,1099.03,1318.99,1373.39,1419.41,1376.76,1180.77,785.95,435.36,20220210
41173,안양시 동안구,5,외국인,0.0,0.0,13.52,20.3,37.24,22.01,15.27,23.76,18.67,27.11,22.05,5.06,3.41,0.0,0.0,13.54,23.63,16.91,18.62,8.44,10.14,13.52,25.35,15.24,3.39,0.0,20220210
41173,안양시 동안구,6,내국인,762.59,760.21,1248.78,1462.25,1603.82,1601.92,1757.84,1883.2,2184.69,1868.88,1763.23,1043.7,551.69,697.54,661.94,944.3,1277.38,1355.07,1292.83,1434.07,1499.95,1672.17,1653.67,1452.72,958.33,488.38,20220210
41173,안양시 동안구,6,외국인,0.0,0.0,10.14,28.73,55.9,55.75,25.42,66.09,91.43,76.18,43.97,18.6,5.11,0.0,0.0,16.93,21.92,30.41,25.39,11.83,8.44,27.09,30.42,21.98,5.06,1.71,20220210
41173,안양시 동안구,7,내국인,781.57,879.96,1444.36,1766.52,1845.34,1923.51,2065.99,2288.53,2587.3,2250.62,2183.21,1240.95,643.29,729.7,794.56,1083.14,1431.32,1527.26,1525.35,1631.38,1841.68,2041.6,1933.22,1741.89,1186.78,610.39,20220210
41173,안양시 동안구,7,외국인,0.0,0.0,8.44,33.86,84.68,81.2,50.77,71.09,110.13,74.56,35.48,25.36,3.4,0.0,0.0,16.91,26.99,43.93,28.74,20.26,6.76,37.21,32.14,20.29,10.16,1.71,20220210
41173,안양시 동안구,8,내국인,918.36,1125.86,1830.25,2333.78,2435.54,2444.67,2701.03,2825.03,3055.81,2869.29,2581.5,1537.08,794.83,826.73,1031.37,1351.13,1640.47,1772.55,1841.47,2096.36,2231.45,2514.82,2485.58,2425.82,1571.23,777.49,20220210
41173,안양시 동안구,8,외국인,0.0,0.0,11.85,50.78,76.27,93.03,50.74,66.05,98.29,69.59,49.13,30.45,5.11,0.0,0.0,27.01,37.18,60.86,47.38,27.04,18.58,40.62,30.42,27.04,20.27,0.0,20220210
41173,안양시 동안구,9,내국인,1182.89,1387.63,2148.72,2663.79,2769.38,2873.78,3117.67,3199.9,3583.86,3129.25,3106.19,1959.39,986.06,1021.99,1270.04,1720.8,1924.54,2164.05,2378.33,2666.97,3026.13,3302.63,3140.25,3169.19,1979.61,1046.75,20220210
41173,안양시 동안구,9,외국인,0.0,0.0,8.46,64.26,98.25,115.05,47.32,67.73,96.6,94.95,40.65,27.09,11.91,0.0,0.0,30.42,60.89,59.24,69.32,33.85,28.77,54.26,45.58,43.87,28.71,5.07,20220210
41173,안양시 동안구,10,내국인,1394.73,1660.75,2503.56,2964.7,3024.15,3083.03,3384.83,3521.44,3949.64,3552.86,3345.15,2290.27,1122.4,1260.69,1578.64,2065.17,2181.81,2505.48,2805.04,3129.85,3384.37,3919.35,3713.86,3735.69,2331.59,1279.81,20220210
41173,안양시 동안구,10,외국인,0.0,0.0,11.83,71.0,105.11,104.97,70.97,74.47,91.5,94.88,50.71,32.12,6.81,0.0,0.0,35.55,62.55,99.85,86.2,52.38,37.16,64.47,54.11,43.88,30.39,10.17,20220210
41173,안양시 동안구,11,내국인,1679.74,1908.27,2842.72,3387.68,3348.76,3499.55,3687.33,4016.46,4596.46,4063.23,3761.04,2499.69,1143.02,1525.88,1868.46,2344.47,2499.74,2973.36,3167.6,3568.96,3653.87,4403.93,4034.1,4104.14,2470.07,1403.15,20220210
41173,안양시 동안구,11,외국인,0.0,1.68,15.24,81.1,122.0,126.91,77.85,86.3,110.06,103.32,72.67,44.01,3.4,0.0,1.68,42.29,72.69,118.36,82.84,54.16,38.82,69.46,69.29,43.94,21.93,8.44,20220210
41173,안양시 동안구,12,내국인,1849.81,2406.57,3210.08,3771.48,3866.74,3861.37,3970.77,4426.83,4866.74,4185.08,3900.3,2509.74,1130.79,1747.8,2301.11,2637.12,3096.77,3283.55,3418.81,3757.9,4072.36,4699.91,4247.15,4049.19,2526.12,1342.12,20220210
41173,안양시 동안구,12,외국인,0.0,0.0,18.64,77.67,143.98,113.37,66.03,96.54,81.29,91.49,60.94,37.23,5.11,0.0,1.68,45.68,76.06,131.79,89.61,49.06,32.08,59.32,65.94,50.65,15.17,13.56,20220210
41173,안양시 동안구,13,내국인,2042.59,2620.17,3270.01,3380.1,3261.37,3394.66,3595.67,3830.38,4298.34,3843.61,3601.71,2332.48,1136.01,1927.7,2523.6,2631.41,2768.47,2901.47,3132.6,3596.72,3923.81,4573.97,4133.8,4154.72,2501.59,1320.02,20220210
41173,안양시 동안구,13,외국인,0.0,0.0,18.61,67.51,105.08,93.04,69.36,74.55,84.72,83.16,57.5,28.72,8.48,0.0,0.0,45.67,74.42,113.45,54.11,45.66,30.41,62.78,69.32,42.24,20.32,8.5,20220210
41173,안양시 동안구,14,내국인,2297.06,2657.75,3444.9,3364.8,3316.71,3332.12,3456.31,3850.28,4147.8,3784.33,3563.65,2326.03,1163.06,2296.68,2764.04,2688.5,2621.03,2887.79,3284.49,3526.25,3915.49,4501.21,4186.57,4241.69,2525.03,1409.81,20220210
41173,안양시 동안구,14,외국인,0.0,0.0,18.6,55.75,91.55,115.01,77.87,91.56,82.98,83.08,57.5,28.76,11.86,1.69,0.0,49.08,64.15,91.41,67.57,45.59,32.05,67.8,64.27,47.31,11.85,6.77,20220210
41173,안양시 동안구,15,내국인,2641.71,2794.41,3511.86,3373.53,3283.78,3333.68,3492.18,3944.8,4067.44,3771.21,3539.64,2428.17,1184.29,2625.52,2914.94,2787.8,2645.67,2852.92,3391.37,3562.81,3924.58,4645.33,4238.62,4123.35,2493.35,1373.69,20220210
41173,안양시 동안구,15,외국인,0.0,0.0,16.93,69.33,86.4,98.08,69.32,81.31,66.04,96.61,47.4,27.04,8.5,0.0,0.0,32.22,79.39,98.21,69.24,33.77,37.18,77.96,60.86,40.58,6.76,5.09,20220210
41173,안양시 동안구,16,내국인,2926.62,3117.45,3559.16,3549.94,3228.49,3350.66,3470.69,3798.8,3925.69,3602.34,3466.77,2310.32,1035.77,2854.23,3112.86,2819.88,2712.74,2865.31,3330.96,3528.07,3817.51,4402.04,4075.35,3879.06,2196.67,1165.33,20220210
41173,안양시 동안구,16,외국인,0.0,0.0,16.96,60.93,93.05,94.66,67.65,50.76,54.27,81.28,45.71,20.26,5.09,0.0,1.68,33.85,86.2,88.02,45.59,37.23,38.82,47.41,57.45,43.94,5.05,5.09,20220210
41173,안양시 동안구,17,내국인,2871.54,3307.45,3772.59,3475.02,3173.97,3216.33,3358.29,3770.62,4080.02,3495.37,3263.41,2172.38,999.82,2882.77,3281.43,2975.41,2695.44,2915.59,3230.4,3388.43,3782.9,4262.37,3665.87,3360.82,1910.3,999.3,20220210
41173,안양시 동안구,17,외국인,0.0,0.0,18.64,47.31,76.1,65.91,42.26,18.6,30.51,23.7,22.02,10.11,5.09,1.69,1.68,38.94,74.39,74.41,38.8,30.51,27.07,30.54,47.29,32.13,3.37,8.46,20220210
41173,안양시 동안구,18,내국인,2961.9,3406.04,4186.89,3673.16,3400.92,3273.43,3356.08,3853.48,4108.64,3559.62,2963.27,1903.63,879.51,2944.93,3304.24,3214.84,3165.03,3050.88,3077.57,3527.15,3613.34,4190.84,3363.36,3061.58,1693.48,815.55,20220210
41173,안양시 동안구,18,외국인,0.0,0.0,16.96,43.94,65.92,44.01,30.41,13.55,15.28,27.07,18.57,11.78,5.11,1.69,1.68,30.44,84.48,67.64,35.53,32.17,27.08,32.16,42.25,22.0,3.37,8.46,20220210
41173,안양시 동안구,19,내국인,2823.76,3550.56,4251.86,3760.12,3515.59,3270.15,3383.67,3720.5,3998.04,3233.6,2756.07,1694.53,741.45,2778.3,3258.59,3157.88,3399.8,3223.72,2924.02,3344.15,3464.16,3899.79,3007.37,2612.53,1546.6,727.5,20220210
41173,안양시 동안구,19,외국인,0.0,0.0,20.36,43.9,59.12,45.69,30.38,11.87,15.28,20.3,15.19,11.78,5.11,0.0,3.36,27.06,79.36,76.12,62.62,35.57,20.29,33.84,37.17,23.67,1.69,5.09,20220210
41173,안양시 동안구,20,내국인,2353.06,3256.38,3826.08,3679.9,3237.58,3178.63,3186.5,3406.9,3668.44,2905.65,2550.63,1520.34,685.51,2183.37,3013.98,2848.84,3207.53,3139.2,2714.54,3067.06,3099.86,3350.44,2630.61,2247.95,1408.64,682.31,20220210
41173,안양시 동안구,20,외국인,0.0,0.0,16.92,38.89,60.88,47.37,28.64,8.49,20.32,18.63,10.14,8.41,5.11,1.69,1.68,25.34,80.99,84.52,38.88,28.79,27.05,33.82,37.17,18.63,6.74,5.09,20220210
41173,안양시 동안구,21,내국인,1928.31,2854.83,3176.68,3038.28,2810.61,2907.03,2986.9,2975.3,3064.33,2415.46,2035.84,1368.01,625.22,1695.08,2610.49,2551.24,2613.87,2612.92,2446.65,2657.14,2684.65,2832.4,2337.99,1913.73,1231.46,595.21,20220210
41173,안양시 동안구,21,외국인,0.0,0.0,15.21,35.49,43.99,54.13,28.68,8.48,25.37,13.57,11.84,5.05,3.4,1.69,1.68,18.64,65.78,42.3,38.92,28.71,18.58,20.29,45.59,13.56,3.37,5.09,20220210
41173,안양시 동안구,22,내국인,1390.02,2117.9,2474.64,2457.94,2471.36,2609.07,2491.0,2564.56,2554.14,2082.43,1804.82,1213.25,576.93,1239.89,1899.24,2093.18,2209.15,2327.46,2173.75,2330.94,2371.7,2546.44,1933.75,1692.01,1110.54,514.79,20220210
41173,안양시 동안구,22,외국인,0.0,0.0,25.39,23.73,28.77,38.92,35.48,8.49,10.15,13.59,11.85,1.68,3.4,0.0,0.0,13.57,48.94,54.14,25.42,16.9,10.16,16.92,37.17,11.87,3.37,5.09,20220210
41173,안양시 동안구,23,내국인,1002.43,1228.49,1780.18,1900.15,1917.28,1991.12,1980.53,2004.73,1955.29,1584.37,1501.95,1002.29,502.85,857.67,1011.23,1509.67,1661.33,1874.54,1724.45,1772.52,1866.76,1991.33,1510.04,1345.89,929.87,415.93,20220210
41173,안양시 동안구,23,외국인,0.0,0.0,13.52,27.1,30.47,32.23,30.45,6.81,8.46,11.88,5.04,1.68,5.11,3.38,0.0,5.09,30.38,35.53,28.77,18.57,6.74,13.55,28.77,13.57,6.76,5.09,20220210
41171,안양시 만안구,0,내국인,294.85,456.62,862.18,1054.46,950.1,870.98,860.91,779.73,1031.94,934.1,905.78,544.41,390.57,255.84,409.33,795.57,763.63,832.97,717.31,756.05,712.22,912.5,844.73,782.95,520.64,286.26,20220211
41171,안양시 만안구,0,외국인,1.71,0.0,8.45,15.23,25.34,21.95,13.53,16.93,13.54,25.43,18.61,6.73,3.37,1.68,1.68,8.49,16.85,37.2,20.25,18.63,11.86,10.12,27.04,16.88,6.8,3.37,20220211
41171,안양시 만안구,1,내국인,397.19,573.49,925.29,1113.68,1036.5,1022.86,947.33,884.3,1094.29,1018.58,1063.6,666.91,426.88,338.82,471.47,924.54,860.23,903.33,738.92,833.47,803.88,1089.04,908.23,917.93,636.18,333.18,20220211
41171,안양시 만안구,1,외국인,0.0,0.0,10.13,8.46,16.92,18.53,13.51,11.87,18.61,32.22,22.01,6.73,5.07,1.68,0.0,8.52,23.6,44.01,20.23,27.11,12.01,18.56,33.78,20.27,8.52,5.05,20220211
41171,안양시 만안구,2,내국인,352.06,579.53,907.53,1118.76,1055.08,924.17,890.52,858.95,1122.77,1029.56,1036.59,616.44,392.47,320.94,461.29,841.61,829.63,834.16,670.11,798.32,762.56,1112.36,886.77,953.2,642.32,361.25,20220211
41171,안양시 만안구,2,외국인,0.0,0.0,8.45,13.53,20.28,25.36,23.7,13.56,27.04,32.23,16.98,10.11,5.06,1.68,0.0,10.21,20.26,37.19,16.87,32.19,15.33,25.3,32.13,21.95,10.21,5.05,20220211
41171,안양시 만안구,3,내국인,332.76,519.62,905.93,1110.72,1056.31,895.53,824.07,842.26,1047.25,967.31,1059.52,639.9,437.54,345.79,445.21,802.32,857.69,801.95,694.37,784.44,760.52,1099.57,877.72,899.58,653.64,384.82,20220211
41171,안양시 만안구,3,외국인,0.0,0.0,8.45,15.23,20.28,23.73,18.69,20.3,20.27,23.8,16.98,13.47,3.38,1.68,0.0,8.52,18.55,38.84,13.49,25.45,10.19,20.23,33.8,27.0,6.77,3.37,20220211
41171,안양시 만안구,4,내국인,339.58,512.15,878.89,1059.87,1068.32,888.26,855.0,841.61,1153.51,1009.6,1071.85,691.18,446.46,320.75,442.04,749.32,805.6,767.59,713.93,767.21,808.32,1018.72,903.29,942.6,674.9,421.41,20220211
41171,안양시 만안구,4,외국인,0.0,0.0,8.45,15.24,21.94,32.22,23.72,25.38,27.02,25.44,16.96,13.5,5.06,1.68,0.0,6.84,13.5,33.83,18.55,30.58,13.67,16.88,30.48,25.32,6.76,3.37,20220211
41171,안양시 만안구,5,내국인,362.35,533.2,892.5,1061.07,1059.24,963.67,912.86,962.1,1176.9,1065.11,1215.86,661.86,501.18,360.87,429.92,784.89,791.58,805.85,757.55,766.55,863.96,1045.44,1055.81,1044.4,732.05,427.89,20220211
41171,안양시 만안구,5,외국인,0.0,1.72,8.45,16.92,27.07,35.52,18.61,25.46,32.21,35.64,22.04,15.18,6.76,1.68,0.0,8.55,11.82,43.96,18.57,23.74,17.03,16.87,37.24,21.96,11.83,5.08,20220211
41171,안양시 만안구,6,내국인,391.37,505.85,916.25,1205.05,1142.95,1145.46,1177.57,1045.8,1406.12,1241.15,1404.95,829.15,543.34,371.37,453.2,864.71,918.49,927.72,875.16,856.3,933.08,1203.96,1187.55,1153.59,830.9,442.1,20220211
41171,안양시 만안구,6,외국인,0.0,0.0,13.54,22.01,28.82,54.23,20.44,32.26,42.71,32.17,33.82,16.9,6.79,1.68,0.0,8.52,11.84,38.88,15.21,18.61,18.66,28.67,47.3,35.52,15.22,3.37,20220211
41173,안양시 동안구,17,F,0.0,0.0,0.0,6.96,0.0,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20250114
41171,안양시 만안구,7,내국인,393.24,555.33,1036.69,1446.48,1345.08,1242.49,1419.52,1220.28,1629.94,1489.58,1579.87,1096.85,598.06,419.03,544.29,914.53,1059.94,1053.01,982.65,958.49,1120.84,1342.12,1367.39,1387.75,931.11,534.59,20220211
41171,안양시 만안구,7,외국인,0.0,0.0,18.62,30.61,42.3,57.72,30.69,40.79,37.67,35.48,33.92,13.58,5.07,1.68,1.68,22.11,16.87,40.59,21.94,23.77,18.67,23.64,55.91,33.83,13.54,3.4,20220211
41171,안양시 만안구,8,내국인,420.14,677.93,1233.49,1583.81,1434.39,1425.02,1615.67,1379.05,1883.04,1742.79,1862.76,1196.72,680.64,382.13,567.11,1051.42,1188.61,1119.74,1119.29,1124.82,1288.62,1607.34,1670.61,1772.41,1104.48,647.86,20220211
41171,안양시 만안구,8,외국인,0.0,0.0,18.61,34.02,55.92,54.33,30.54,40.76,46.04,38.84,28.78,16.92,10.12,1.68,3.37,18.68,27.12,50.74,35.49,30.39,27.24,32.13,72.91,32.11,18.63,5.08,20220211
41171,안양시 만안구,9,내국인,496.89,759.6,1414.96,1707.64,1493.5,1489.71,1792.04,1603.99,2130.0,1991.35,2194.8,1435.68,835.24,461.32,708.38,1147.26,1194.63,1183.41,1261.39,1396.73,1632.12,1912.94,1984.53,2167.46,1442.99,897.42,20220211
41171,안양시 만안구,9,외국인,0.0,0.0,20.34,28.87,60.97,45.72,37.38,37.46,54.56,40.62,40.72,20.33,8.45,1.68,1.68,15.26,27.07,60.86,30.53,25.3,25.52,28.71,64.47,35.5,25.43,6.76,20220211
41173,안양시 동안구,5,내국인,783.95,821.39,1054.05,1364.85,1367.61,1350.42,1500.8,1629.56,1815.43,1593.48,1499.88,968.95,536.46,666.85,781.29,981.37,1137.23,1178.12,1215.12,1314.18,1336.47,1514.42,1455.98,1243.59,903.74,428.18,20220121
41173,안양시 동안구,5,외국인,0.0,0.0,11.8,30.45,20.33,30.47,35.53,23.71,32.12,27.07,23.65,11.83,0.0,0.0,0.0,20.33,11.85,27.01,22.0,10.16,11.87,15.23,18.62,5.1,8.43,3.39,20220121
41173,안양시 동안구,6,내국인,779.8,897.7,1254.14,1620.51,1653.18,1601.46,1871.83,2042.6,2246.15,2005.08,1858.03,1131.66,635.23,674.39,825.79,1147.3,1314.75,1400.76,1418.1,1557.43,1614.86,1794.77,1672.63,1543.5,1095.43,578.46,20220121
41173,안양시 동안구,6,외국인,0.0,0.0,8.43,27.08,57.53,54.1,60.88,54.13,101.57,77.78,55.76,16.89,3.39,0.0,0.0,28.75,11.85,35.49,20.32,15.23,23.74,21.98,35.5,13.53,11.81,3.39,20220121
41173,안양시 동안구,7,내국인,829.45,1294.87,1508.03,1963.87,1984.18,1956.33,2176.27,2435.48,2595.43,2358.07,2253.79,1367.59,765.71,688.11,1075.64,1373.59,1561.07,1668.58,1764.3,1874.52,1839.68,2176.71,2041.58,1869.74,1333.45,748.61,20220121
41173,안양시 동안구,7,외국인,0.0,0.0,6.75,40.58,60.93,94.67,64.25,76.14,113.53,116.86,54.1,20.26,5.09,0.0,0.0,28.75,21.98,52.34,25.41,27.18,23.71,32.17,43.94,20.32,15.21,3.39,20220121
41173,안양시 동안구,8,내국인,944.59,1620.56,1970.6,2563.45,2561.76,2613.4,2672.01,2971.01,3129.75,2944.09,2765.24,1633.38,971.76,861.58,1464.63,1691.38,1903.35,2027.74,2055.81,2196.38,2454.17,2934.62,2555.83,2597.84,1738.54,826.71,20220121
41173,안양시 동안구,8,외국인,0.0,0.0,20.29,54.14,69.36,91.26,71.04,76.16,113.58,96.53,57.47,16.89,3.4,0.0,0.0,42.33,52.4,47.36,50.78,40.68,27.09,44.09,50.81,23.61,23.67,6.75,20220121
41173,안양시 동안구,9,내국인,1143.65,1931.73,2317.23,3040.02,2923.59,2964.86,3202.95,3529.02,3579.66,3421.66,3287.92,1995.25,1106.08,1111.0,1802.18,2039.96,2099.62,2468.61,2665.53,2733.11,3034.01,3755.45,3287.34,3346.26,2177.96,1032.54,20220121
41173,안양시 동안구,9,외국인,0.0,0.0,20.31,59.25,126.93,106.5,89.68,87.95,118.73,94.82,72.74,21.99,3.4,0.0,3.36,45.66,54.11,52.45,50.71,35.56,38.96,54.18,60.92,30.35,30.38,5.07,20220121
41173,안양시 동안구,10,내국인,1440.72,2409.58,2580.38,3386.19,3102.49,3208.44,3549.55,3962.08,4071.89,3636.11,3523.34,2304.22,1202.24,1386.51,2196.17,2364.19,2341.21,2911.59,3227.51,3260.68,3521.19,4370.3,3908.56,3941.89,2451.23,1297.17,20220121
41173,안양시 동안구,10,외국인,0.0,0.0,27.06,65.98,103.1,125.11,101.42,91.33,118.7,84.64,79.5,20.32,8.49,0.0,1.68,42.28,60.8,77.74,49.0,49.11,49.11,55.81,81.25,38.79,32.05,6.75,20220121
41173,안양시 동안구,11,내국인,1784.7,2736.56,3012.32,3891.08,3530.36,3692.15,4048.78,4545.4,4724.55,4138.77,4022.79,2501.25,1308.59,1781.77,2452.02,2648.05,2895.76,3275.82,3666.74,3803.07,3845.31,4858.74,4275.01,4299.98,2728.3,1385.16,20220121
41173,안양시 동안구,11,외국인,0.0,0.0,16.93,71.0,104.67,118.34,114.93,94.71,157.52,110.01,91.27,27.05,6.76,0.0,1.68,40.7,65.88,82.77,49.01,52.5,40.57,77.84,89.6,48.91,38.85,6.75,20220121
41173,안양시 동안구,12,내국인,1992.15,3070.39,3321.06,4360.64,4041.46,4054.81,4476.03,4900.96,4991.66,4528.52,4171.26,2578.15,1301.78,2079.76,2970.73,2939.48,3313.52,3640.3,3838.67,4148.48,4281.82,5214.76,4531.82,4426.65,2800.18,1416.03,20220121
41173,안양시 동안구,12,외국인,0.0,0.0,25.41,72.7,135.19,141.99,86.3,92.96,137.19,91.34,72.71,27.08,8.46,0.0,3.37,50.79,96.17,123.3,65.99,54.23,45.63,67.72,101.55,37.11,32.11,5.07,20220121
41173,안양시 동안구,13,내국인,2157.69,3284.52,3665.8,3794.09,3769.54,3741.04,3898.01,4372.97,4674.03,4240.35,3975.54,2516.14,1255.37,2339.03,3161.95,3119.19,2988.1,3427.64,3511.13,3999.85,4075.84,5054.23,4558.41,4682.01,2876.6,1429.13,20220121
41173,안양시 동안구,13,외국인,0.0,0.0,23.67,64.19,104.74,135.2,84.63,96.39,122.07,84.59,59.2,16.93,5.09,0.0,5.05,40.59,92.88,113.29,57.48,52.56,57.54,60.97,82.91,21.93,25.36,5.07,20220121
41173,안양시 동안구,14,내국인,2511.36,3597.52,3599.61,3844.44,3570.37,3665.74,3853.25,4239.53,4578.29,4027.35,3763.31,2546.62,1352.58,2518.73,3430.87,3171.33,2927.36,3335.34,3568.23,3983.15,4067.69,5047.19,4655.72,4615.4,2934.68,1628.28,20220121
41173,안양시 동안구,14,외국인,0.0,0.0,18.61,60.83,125.03,145.33,79.5,79.46,125.42,59.23,67.67,27.09,11.92,0.0,1.68,52.51,81.04,111.59,55.81,62.62,45.72,40.63,76.11,25.28,28.76,5.07,20220121
